"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 28, 2021","698.60","692.00","699.60","690.90","-","-1.74%"
"Oct 27, 2021","711.00","705.00","718.25","701.00","0.21K","0.64%"
"Oct 26, 2021","706.50","694.00","715.00","683.25","0.66K","2.06%"
"Oct 25, 2021","692.25","667.00","692.25","663.75","0.75K","3.75%"
"Oct 22, 2021","667.25","661.00","669.75","659.50","0.21K","1.10%"
"Oct 21, 2021","660.00","668.50","670.25","659.00","0.22K","-1.05%"
"Oct 20, 2021","667.00","656.00","668.50","650.00","0.30K","1.68%"
"Oct 19, 2021","656.00","655.25","661.25","649.00","0.23K","-0.91%"
"Oct 18, 2021","662.00","668.00","668.75","643.00","0.39K","0.27%"
"Oct 15, 2021","660.25","637.25","660.25","637.25","0.27K","3.94%"
"Oct 14, 2021","635.25","635.25","645.00","630.50","0.34K","0.47%"
"Oct 13, 2021","632.25","636.00","645.00","625.50","0.91K","-2.43%"
"Oct 12, 2021","648.00","675.50","686.25","648.00","0.96K","-3.71%"
"Oct 11, 2021","673.00","649.75","674.00","642.50","0.83K","2.94%"
"Oct 08, 2021","653.75","623.75","659.00","623.00","0.74K","4.98%"
"Oct 07, 2021","622.75","601.75","622.75","597.00","0.68K","4.18%"
"Oct 06, 2021","597.75","600.00","604.50","596.00","0.27K","0.50%"
"Oct 05, 2021","594.75","602.00","608.00","590.75","0.27K","-1.04%"
"Oct 04, 2021","601.00","591.25","605.00","586.75","0.62K","1.69%"
"Oct 01, 2021","591.00","580.25","595.00","570.25","0.52K","1.50%"
"Sep 30, 2021","582.25","584.25","587.25","581.50","0.29K","-0.34%"
"Sep 29, 2021","584.25","583.00","590.75","581.00","0.33K","0.17%"
"Sep 28, 2021","583.25","586.00","594.50","579.00","0.36K","-0.64%"
"Sep 27, 2021","587.00","574.75","587.75","574.50","0.36K","2.04%"
"Sep 24, 2021","575.25","581.50","581.50","565.75","0.38K","-0.82%"
"Sep 23, 2021","580.00","569.00","590.00","561.50","1.09K","3.99%"
"Sep 22, 2021","557.75","535.75","557.75","533.00","0.61K","4.69%"
"Sep 21, 2021","532.75","530.50","537.25","525.75","0.25K","0.09%"
"Sep 20, 2021","532.25","542.00","545.00","525.25","0.60K","-1.93%"
